"会話ID","name","text","charId","演出備考"
"PROLOGUE_LUCION_RECOVER","システム","閉じかけた視界に、淡い光がにじむ。痛みが引き、指先に力が戻った。","","種別=会話; 行=2/2; 参照=prologue_south_ambush_retry:actions[0]; event=prologue_south_ambush_retry; actions=[CONV(value=""PROLOGUE_LUCION_RECOVER"") -> HEAL -> BOSS(battleBg=""battle_bg_first"",value=802000,lossEventId=""prologue_south_ambush_retry"",bestiaryExcluded=true,noDrops=true,storyVariantOf=2)]; winActions=[FLAG(key=""prologueFirstBattleCleared"",state=true) -> TEMP_ALLY(charId=403,initialLevel=1,expMultiplierPct=100) -> WORLD_STATE(key=""prologueStage"",value=3) -> HEAL -> CONV(value=""PROLOGUE_SOUTH_AFTER_BATTLE"")] || 参照=prologue_field_wipeout_recover:actions[1]; event=prologue_field_wipeout_recover; actions=[HEAL -> CONV(value=""PROLOGUE_LUCION_RECOVER"")]"
"PROLOGUE_SOUTH_AFTER_BATTLE","ルーナ","……ありがとう。","403","種別=会話; 行=1/2; 参照=prologue_south_arrival:winActions[4]; event=prologue_south_arrival; actions=[WORLD_STATE(key=""prologueStage"",value=2) -> CONV(value=""PROLOGUE_SOUTH_AMBUSH"") -> BOSS(battleBg=""battle_bg_first"",value=802000,lossEventId=""prologue_south_ambush_retry"",bestiaryExcluded=true,noDrops=true,storyVariantOf=2)]; winActions=[FLAG(key=""prologueFirstBattleCleared"",state=true) -> TEMP_ALLY(charId=403,initialLevel=1,expMultiplierPct=100) -> WORLD_STATE(key=""prologueStage"",value=3) -> HEAL -> CONV(value=""PROLOGUE_SOUTH_AFTER_BATTLE"")] || 参照=prologue_south_ambush_retry:winActions[4]; event=prologue_south_ambush_retry; actions=[CONV(value=""PROLOGUE_LUCION_RECOVER"") -> HEAL -> BOSS(battleBg=""battle_bg_first"",value=802000,lossEventId=""prologue_south_ambush_retry"",bestiaryExcluded=true,noDrops=true,storyVariantOf=2)]; winActions=[FLAG(key=""prologueFirstBattleCleared"",state=true) -> TEMP_ALLY(charId=403,initialLevel=1,expMultiplierPct=100) -> WORLD_STATE(key=""prologueStage"",value=3) -> HEAL -> CONV(value=""PROLOGUE_SOUTH_AFTER_BATTLE"")]"
"PROLOGUE_SOUTH_AFTER_BATTLE","ルーナ","家へ行こう。お父さんたちが心配……。","403","種別=会話; 行=2/2; 参照=prologue_south_arrival:winActions[4]; event=prologue_south_arrival; actions=[WORLD_STATE(key=""prologueStage"",value=2) -> CONV(value=""PROLOGUE_SOUTH_AMBUSH"") -> BOSS(battleBg=""battle_bg_first"",value=802000,lossEventId=""prologue_south_ambush_retry"",bestiaryExcluded=true,noDrops=true,storyVariantOf=2)]; winActions=[FLAG(key=""prologueFirstBattleCleared"",state=true) -> TEMP_ALLY(charId=403,initialLevel=1,expMultiplierPct=100) -> WORLD_STATE(key=""prologueStage"",value=3) -> HEAL -> CONV(value=""PROLOGUE_SOUTH_AFTER_BATTLE"")] || 参照=prologue_south_ambush_retry:winActions[4]; event=prologue_south_ambush_retry; actions=[CONV(value=""PROLOGUE_LUCION_RECOVER"") -> HEAL -> BOSS(battleBg=""battle_bg_first"",value=802000,lossEventId=""prologue_south_ambush_retry"",bestiaryExcluded=true,noDrops=true,storyVariantOf=2)]; winActions=[FLAG(key=""prologueFirstBattleCleared"",state=true) -> TEMP_ALLY(charId=403,initialLevel=1,expMultiplierPct=100) -> WORLD_STATE(key=""prologueStage"",value=3) -> HEAL -> CONV(value=""PROLOGUE_SOUTH_AFTER_BATTLE"")]"
"PROLOGUE_HOME_LOST","システム","家へ続いていた道は、途中で途切れていた。","","種別=会話; 行=1/6; 参照=prologue_home_loss:actions[0]; event=prologue_home_loss; actions=[CONV(value=""PROLOGUE_HOME_LOST"") -> FLAG(key=""prologueHomeLostSeen"",state=true) -> WORLD_STATE(key=""prologueStage"",value=4)]"
"PROLOGUE_HOME_LOST","システム","その先には、底の見えない裂け目しかない。","","種別=会話; 行=2/6; 参照=prologue_home_loss:actions[0]; event=prologue_home_loss; actions=[CONV(value=""PROLOGUE_HOME_LOST"") -> FLAG(key=""prologueHomeLostSeen"",state=true) -> WORLD_STATE(key=""prologueStage"",value=4)]"
"PROLOGUE_HOME_LOST","ルーナ","……うそ。","403","種別=会話; 行=3/6; 参照=prologue_home_loss:actions[0]; event=prologue_home_loss; actions=[CONV(value=""PROLOGUE_HOME_LOST"") -> FLAG(key=""prologueHomeLostSeen"",state=true) -> WORLD_STATE(key=""prologueStage"",value=4)]"
"PROLOGUE_HOME_LOST","ルーナ","アルスの家も……私の家も、ここにあったのに……。","403","種別=会話; 行=4/6; 参照=prologue_home_loss:actions[0]; event=prologue_home_loss; actions=[CONV(value=""PROLOGUE_HOME_LOST"") -> FLAG(key=""prologueHomeLostSeen"",state=true) -> WORLD_STATE(key=""prologueStage"",value=4)]"
"PROLOGUE_HOME_LOST","システム","足元で石が崩れ、闇の中へ吸い込まれていく。","","種別=会話; 行=5/6; 参照=prologue_home_loss:actions[0]; event=prologue_home_loss; actions=[CONV(value=""PROLOGUE_HOME_LOST"") -> FLAG(key=""prologueHomeLostSeen"",state=true) -> WORLD_STATE(key=""prologueStage"",value=4)]"
"PROLOGUE_HOME_LOST","ルーナ","ここも崩れる。外へ……早く！","403","種別=会話; 行=6/6; 参照=prologue_home_loss:actions[0]; event=prologue_home_loss; actions=[CONV(value=""PROLOGUE_HOME_LOST"") -> FLAG(key=""prologueHomeLostSeen"",state=true) -> WORLD_STATE(key=""prologueStage"",value=4)]"
"PROLOGUE_SOUTH_EXIT_BOSS","システム","村を抜ける道へ駆け込んだ、その時。","","種別=会話; 行=1/5; 参照=prologue_south_exit_boss:actions[1]; event=prologue_south_exit_boss; actions=[WORLD_STATE(key=""prologueStage"",value=5) -> CONV(value=""PROLOGUE_SOUTH_EXIT_BOSS"") -> TEMP_LB_START(value=99,id=""prologue_divine_lb99"",persistAcrossBattles=true) -> HEAL -> BOSS(battleBg=""battle_bg_first"",value=802001,winEventId=""prologue_first_boss_win"",lossEventId=""prologue_first_boss_loss"",forceAutoOff=true,bestiaryExcluded=true,noDrops=true,noExp=true,noGold=true,noQuestProgress=true,noRecruit=true,storyVariantOf=302000)]"
"PROLOGUE_SOUTH_EXIT_BOSS","システム","裂け目の底から、形の定まらない巨大な影が這い上がった。","","種別=会話; 行=2/5; 参照=prologue_south_exit_boss:actions[1]; event=prologue_south_exit_boss; actions=[WORLD_STATE(key=""prologueStage"",value=5) -> CONV(value=""PROLOGUE_SOUTH_EXIT_BOSS"") -> TEMP_LB_START(value=99,id=""prologue_divine_lb99"",persistAcrossBattles=true) -> HEAL -> BOSS(battleBg=""battle_bg_first"",value=802001,winEventId=""prologue_first_boss_win"",lossEventId=""prologue_first_boss_loss"",forceAutoOff=true,bestiaryExcluded=true,noDrops=true,noExp=true,noGold=true,noQuestProgress=true,noRecruit=true,storyVariantOf=302000)]"
"PROLOGUE_SOUTH_EXIT_BOSS","ルーナ","……アルス。来る。","403","種別=会話; 行=3/5; 参照=prologue_south_exit_boss:actions[1]; event=prologue_south_exit_boss; actions=[WORLD_STATE(key=""prologueStage"",value=5) -> CONV(value=""PROLOGUE_SOUTH_EXIT_BOSS"") -> TEMP_LB_START(value=99,id=""prologue_divine_lb99"",persistAcrossBattles=true) -> HEAL -> BOSS(battleBg=""battle_bg_first"",value=802001,winEventId=""prologue_first_boss_win"",lossEventId=""prologue_first_boss_loss"",forceAutoOff=true,bestiaryExcluded=true,noDrops=true,noExp=true,noGold=true,noQuestProgress=true,noRecruit=true,storyVariantOf=302000)]"
"PROLOGUE_SOUTH_EXIT_BOSS","？？？？","――まだ、ここでは終わらせません。","","種別=会話; 行=4/5; 参照=prologue_south_exit_boss:actions[1]; event=prologue_south_exit_boss; actions=[WORLD_STATE(key=""prologueStage"",value=5) -> CONV(value=""PROLOGUE_SOUTH_EXIT_BOSS"") -> TEMP_LB_START(value=99,id=""prologue_divine_lb99"",persistAcrossBattles=true) -> HEAL -> BOSS(battleBg=""battle_bg_first"",value=802001,winEventId=""prologue_first_boss_win"",lossEventId=""prologue_first_boss_loss"",forceAutoOff=true,bestiaryExcluded=true,noDrops=true,noExp=true,noGold=true,noQuestProgress=true,noRecruit=true,storyVariantOf=302000)]"
"PROLOGUE_SOUTH_EXIT_BOSS","システム","白い光が胸の奥へ沈み、冷えていた手が熱を取り戻した。","","種別=会話; 行=5/5; 参照=prologue_south_exit_boss:actions[1]; event=prologue_south_exit_boss; actions=[WORLD_STATE(key=""prologueStage"",value=5) -> CONV(value=""PROLOGUE_SOUTH_EXIT_BOSS"") -> TEMP_LB_START(value=99,id=""prologue_divine_lb99"",persistAcrossBattles=true) -> HEAL -> BOSS(battleBg=""battle_bg_first"",value=802001,winEventId=""prologue_first_boss_win"",lossEventId=""prologue_first_boss_loss"",forceAutoOff=true,bestiaryExcluded=true,noDrops=true,noExp=true,noGold=true,noQuestProgress=true,noRecruit=true,storyVariantOf=302000)]"
"PROLOGUE_COLLAPSE_AND_PENDANT","システム","大きな亀裂が走り、足場が一気に傾いた。","","種別=会話; 行=1/5; 参照=prologue_first_boss_loss:actions[2]; event=prologue_first_boss_loss; actions=[FLAG(key=""prologueResult1"",state=true) -> FLAG(key=""prologueFirstBossResolved"",state=true) -> CONV(value=""PROLOGUE_COLLAPSE_AND_PENDANT"") -> TEMP_LB_CLEAR(id=""prologue_divine_lb99"") -> ITEM(id=701009,count=1,silent=true) -> RESET_TEMP_ALLY(charId=403) -> WORLD_STATE(key=""prologueStage"",value=100) -> START_FIXED_MAP(value=""REES_MOUNTAIN_HUT"",targetX=5,targetY=5,replaceReturnPoint=true)] || 参照=prologue_illuminacia_loss:actions[1]; event=prologue_illuminacia_loss; actions=[FLAG(key=""prologueResult3"",state=true) -> CONV(value=""PROLOGUE_COLLAPSE_AND_PENDANT"") -> TEMP_LB_CLEAR(id=""prologue_divine_lb99"") -> ITEM(id=701009,count=1,silent=true) -> RESET_TEMP_ALLY(charId=403) -> WORLD_STATE(key=""prologueStage"",value=100) -> START_FIXED_MAP(value=""REES_MOUNTAIN_HUT"",targetX=5,targetY=5,replaceReturnPoint=true)]"
"PROLOGUE_COLLAPSE_AND_PENDANT","ルーナ","アルス、これ……持ってて。お願い。","403","種別=会話; 行=2/5; 参照=prologue_first_boss_loss:actions[2]; event=prologue_first_boss_loss; actions=[FLAG(key=""prologueResult1"",state=true) -> FLAG(key=""prologueFirstBossResolved"",state=true) -> CONV(value=""PROLOGUE_COLLAPSE_AND_PENDANT"") -> TEMP_LB_CLEAR(id=""prologue_divine_lb99"") -> ITEM(id=701009,count=1,silent=true) -> RESET_TEMP_ALLY(charId=403) -> WORLD_STATE(key=""prologueStage"",value=100) -> START_FIXED_MAP(value=""REES_MOUNTAIN_HUT"",targetX=5,targetY=5,replaceReturnPoint=true)] || 参照=prologue_illuminacia_loss:actions[1]; event=prologue_illuminacia_loss; actions=[FLAG(key=""prologueResult3"",state=true) -> CONV(value=""PROLOGUE_COLLAPSE_AND_PENDANT"") -> TEMP_LB_CLEAR(id=""prologue_divine_lb99"") -> ITEM(id=701009,count=1,silent=true) -> RESET_TEMP_ALLY(charId=403) -> WORLD_STATE(key=""prologueStage"",value=100) -> START_FIXED_MAP(value=""REES_MOUNTAIN_HUT"",targetX=5,targetY=5,replaceReturnPoint=true)]"
"PROLOGUE_COLLAPSE_AND_PENDANT","システム","ルーナが首元のペンダントを外し、アルスの手へ押し込んだ。","","種別=会話; 行=3/5; 参照=prologue_first_boss_loss:actions[2]; event=prologue_first_boss_loss; actions=[FLAG(key=""prologueResult1"",state=true) -> FLAG(key=""prologueFirstBossResolved"",state=true) -> CONV(value=""PROLOGUE_COLLAPSE_AND_PENDANT"") -> TEMP_LB_CLEAR(id=""prologue_divine_lb99"") -> ITEM(id=701009,count=1,silent=true) -> RESET_TEMP_ALLY(charId=403) -> WORLD_STATE(key=""prologueStage"",value=100) -> START_FIXED_MAP(value=""REES_MOUNTAIN_HUT"",targetX=5,targetY=5,replaceReturnPoint=true)] || 参照=prologue_illuminacia_loss:actions[1]; event=prologue_illuminacia_loss; actions=[FLAG(key=""prologueResult3"",state=true) -> CONV(value=""PROLOGUE_COLLAPSE_AND_PENDANT"") -> TEMP_LB_CLEAR(id=""prologue_divine_lb99"") -> ITEM(id=701009,count=1,silent=true) -> RESET_TEMP_ALLY(charId=403) -> WORLD_STATE(key=""prologueStage"",value=100) -> START_FIXED_MAP(value=""REES_MOUNTAIN_HUT"",targetX=5,targetY=5,replaceReturnPoint=true)]"
"PROLOGUE_COLLAPSE_AND_PENDANT","ルーナ","忘れないで。私たちが、ここにいたこと……。","403","種別=会話; 行=4/5; 参照=prologue_first_boss_loss:actions[2]; event=prologue_first_boss_loss; actions=[FLAG(key=""prologueResult1"",state=true) -> FLAG(key=""prologueFirstBossResolved"",state=true) -> CONV(value=""PROLOGUE_COLLAPSE_AND_PENDANT"") -> TEMP_LB_CLEAR(id=""prologue_divine_lb99"") -> ITEM(id=701009,count=1,silent=true) -> RESET_TEMP_ALLY(charId=403) -> WORLD_STATE(key=""prologueStage"",value=100) -> START_FIXED_MAP(value=""REES_MOUNTAIN_HUT"",targetX=5,targetY=5,replaceReturnPoint=true)] || 参照=prologue_illuminacia_loss:actions[1]; event=prologue_illuminacia_loss; actions=[FLAG(key=""prologueResult3"",state=true) -> CONV(value=""PROLOGUE_COLLAPSE_AND_PENDANT"") -> TEMP_LB_CLEAR(id=""prologue_divine_lb99"") -> ITEM(id=701009,count=1,silent=true) -> RESET_TEMP_ALLY(charId=403) -> WORLD_STATE(key=""prologueStage"",value=100) -> START_FIXED_MAP(value=""REES_MOUNTAIN_HUT"",targetX=5,targetY=5,replaceReturnPoint=true)]"
"PROLOGUE_COLLAPSE_AND_PENDANT","システム","掴んだ手が離れる。次の瞬間、視界が暗闇に呑まれた。","","種別=会話; 行=5/5; 参照=prologue_first_boss_loss:actions[2]; event=prologue_first_boss_loss; actions=[FLAG(key=""prologueResult1"",state=true) -> FLAG(key=""prologueFirstBossResolved"",state=true) -> CONV(value=""PROLOGUE_COLLAPSE_AND_PENDANT"") -> TEMP_LB_CLEAR(id=""prologue_divine_lb99"") -> ITEM(id=701009,count=1,silent=true) -> RESET_TEMP_ALLY(charId=403) -> WORLD_STATE(key=""prologueStage"",value=100) -> START_FIXED_MAP(value=""REES_MOUNTAIN_HUT"",targetX=5,targetY=5,replaceReturnPoint=true)] || 参照=prologue_illuminacia_loss:actions[1]; event=prologue_illuminacia_loss; actions=[FLAG(key=""prologueResult3"",state=true) -> CONV(value=""PROLOGUE_COLLAPSE_AND_PENDANT"") -> TEMP_LB_CLEAR(id=""prologue_divine_lb99"") -> ITEM(id=701009,count=1,silent=true) -> RESET_TEMP_ALLY(charId=403) -> WORLD_STATE(key=""prologueStage"",value=100) -> START_FIXED_MAP(value=""REES_MOUNTAIN_HUT"",targetX=5,targetY=5,replaceReturnPoint=true)]"
"PROLOGUE_FIRST_BOSS_WIN","システム","巨大な影が揺らぎ、裂け目の縁へ崩れ落ちた。","","種別=会話; 行=1/4; 参照=prologue_first_boss_win:actions[3]; event=prologue_first_boss_win; actions=[FLAG(key=""prologueFirstBossDefeated"",state=true) -> FLAG(key=""prologueFirstBossResolved"",state=true) -> FLAG(key=""prologueResult2"",state=true) -> CONV(value=""PROLOGUE_FIRST_BOSS_WIN"") -> BOSS(battleBg=""battle_bg_abyss"",value=802002,lossEventId=""prologue_illuminacia_loss"",winEventId=""prologue_hidden_route_pending"",forceAutoOff=true,bestiaryExcluded=true,noDrops=true,noExp=true,noGold=true,noQuestProgress=true,noRecruit=true,storyVariantOf=302070)]"
"PROLOGUE_FIRST_BOSS_WIN","ルーナ","……倒した、の？","403","種別=会話; 行=2/4; 参照=prologue_first_boss_win:actions[3]; event=prologue_first_boss_win; actions=[FLAG(key=""prologueFirstBossDefeated"",state=true) -> FLAG(key=""prologueFirstBossResolved"",state=true) -> FLAG(key=""prologueResult2"",state=true) -> CONV(value=""PROLOGUE_FIRST_BOSS_WIN"") -> BOSS(battleBg=""battle_bg_abyss"",value=802002,lossEventId=""prologue_illuminacia_loss"",winEventId=""prologue_hidden_route_pending"",forceAutoOff=true,bestiaryExcluded=true,noDrops=true,noExp=true,noGold=true,noQuestProgress=true,noRecruit=true,storyVariantOf=302070)]"
"PROLOGUE_FIRST_BOSS_WIN","システム","返事の代わりに、地の底から冷たい気配が吹き上がる。","","種別=会話; 行=3/4; 参照=prologue_first_boss_win:actions[3]; event=prologue_first_boss_win; actions=[FLAG(key=""prologueFirstBossDefeated"",state=true) -> FLAG(key=""prologueFirstBossResolved"",state=true) -> FLAG(key=""prologueResult2"",state=true) -> CONV(value=""PROLOGUE_FIRST_BOSS_WIN"") -> BOSS(battleBg=""battle_bg_abyss"",value=802002,lossEventId=""prologue_illuminacia_loss"",winEventId=""prologue_hidden_route_pending"",forceAutoOff=true,bestiaryExcluded=true,noDrops=true,noExp=true,noGold=true,noQuestProgress=true,noRecruit=true,storyVariantOf=302070)]"
"PROLOGUE_FIRST_BOSS_WIN","混沌姫イルミナシア","……面白い。そんな小さな身体で、まだ立つのね。","","種別=会話; 行=4/4; 参照=prologue_first_boss_win:actions[3]; event=prologue_first_boss_win; actions=[FLAG(key=""prologueFirstBossDefeated"",state=true) -> FLAG(key=""prologueFirstBossResolved"",state=true) -> FLAG(key=""prologueResult2"",state=true) -> CONV(value=""PROLOGUE_FIRST_BOSS_WIN"") -> BOSS(battleBg=""battle_bg_abyss"",value=802002,lossEventId=""prologue_illuminacia_loss"",winEventId=""prologue_hidden_route_pending"",forceAutoOff=true,bestiaryExcluded=true,noDrops=true,noExp=true,noGold=true,noQuestProgress=true,noRecruit=true,storyVariantOf=302070)]"
"PROLOGUE_PRESENT_WAKE","システム","――5年後。山中の小さな山小屋。","","種別=会話; 行=1/3; 参照=prologue_present_wake:actions[0]; event=prologue_present_wake; actions=[CONV(value=""PROLOGUE_PRESENT_WAKE"") -> FLAG(key=""prologuePresentWakeSeen"",state=true)]"
"PROLOGUE_PRESENT_WAKE","システム","地鳴りで目が覚めた。枕元では、焼け焦げたペンダントが小さく揺れている。","","種別=会話; 行=2/3; 参照=prologue_present_wake:actions[0]; event=prologue_present_wake; actions=[CONV(value=""PROLOGUE_PRESENT_WAKE"") -> FLAG(key=""prologuePresentWakeSeen"",state=true)]"
"PROLOGUE_PRESENT_WAKE","リース","起きたかい。顔を洗ったら、こっちへおいで。少し話そう。","","種別=会話; 行=3/3; 参照=prologue_present_wake:actions[0]; event=prologue_present_wake; actions=[CONV(value=""PROLOGUE_PRESENT_WAKE"") -> FLAG(key=""prologuePresentWakeSeen"",state=true)]"
"PRESENT_REES_TALK","リース","今の揺れ……あの日と少し似てたね。気になるんだろう？","","種別=会話; 行=1/4; 参照=present_talk_rees:actions[0]; event=present_talk_rees; actions=[CONV(value=""PRESENT_REES_TALK"") -> FLAG(key=""prologueReesDepartureTalkSeen"",state=true)]"
"PRESENT_REES_TALK","リース","なら、自分の目で見ておいで。もう私がここへ縛っておく歳でもない。","","種別=会話; 行=2/4; 参照=present_talk_rees:actions[0]; event=present_talk_rees; actions=[CONV(value=""PRESENT_REES_TALK"") -> FLAG(key=""prologueReesDepartureTalkSeen"",state=true)]"
"PRESENT_REES_TALK","リース","昨日の雨で山道が滑る。急ぐ時ほど足元を見な。薬草も忘れるんじゃないよ。","","種別=会話; 行=3/4; 参照=present_talk_rees:actions[0]; event=present_talk_rees; actions=[CONV(value=""PRESENT_REES_TALK"") -> FLAG(key=""prologueReesDepartureTalkSeen"",state=true)]"
"PRESENT_REES_TALK","リース","……行ってらっしゃい、アルス。","","種別=会話; 行=4/4; 参照=present_talk_rees:actions[0]; event=present_talk_rees; actions=[CONV(value=""PRESENT_REES_TALK"") -> FLAG(key=""prologueReesDepartureTalkSeen"",state=true)]"
"PRESENT_REES_AFTER_TALK","リース","まだ何か忘れたかい？　慌てなくていい。準備ができたら行っておいで。","","種別=会話; 行=1/1; 参照=present_talk_rees_after:actions[0]; event=present_talk_rees_after; actions=[CONV(value=""PRESENT_REES_AFTER_TALK"")]"
"PRESENT_LUMINA_RESCUE","システム","山を下りて最初に見えた村から、鋭い悲鳴が上がった。","","種別=会話; 行=1/2; 参照=present_lumina_rescue:actions[0]; event=present_lumina_rescue; actions=[CONV(value=""PRESENT_LUMINA_RESCUE"") -> BOSS(battleBg=""battle_bg_field"",value=[100001,100001],lossEventId=""present_lumina_rescue_retry"")]; winActions=[FLAG(key=""presentLuminaRescueSeen"",state=true) -> SUB(value=1) -> HEAL -> CONV(value=""PRESENT_LUMINA_RESCUE_AFTER"") -> FLAG(key=""luminaVillageNameKnown"",state=true)]"
"PRESENT_LUMINA_RESCUE","村人","誰か！　子どもたちが魔物に……！","1003","種別=会話; 行=2/2; 参照=present_lumina_rescue:actions[0]; event=present_lumina_rescue; actions=[CONV(value=""PRESENT_LUMINA_RESCUE"") -> BOSS(battleBg=""battle_bg_field"",value=[100001,100001],lossEventId=""present_lumina_rescue_retry"")]; winActions=[FLAG(key=""presentLuminaRescueSeen"",state=true) -> SUB(value=1) -> HEAL -> CONV(value=""PRESENT_LUMINA_RESCUE_AFTER"") -> FLAG(key=""luminaVillageNameKnown"",state=true)]"
